'logical unit',6.0,7.0,9.0,4.0,9.0,8.0,10.0,6.0,6.0,3.0,5.0,9.0,8.0,10.0,6.0,9.0,9.0,14.0,7.0,13.0,11.0,14.0,10.0,14.0,12.0,13.0,13.0,18.0,14.0,9.0,15.0,12.0,11.0,23.0,17.0,8.0,10.0,13.0,19.0,18.0,14.0,11.0,16.0,12.0,19.0,11.0,10.0,9.0,7.0,7.0,11.0,13.0,8.0,15.0
'cylindrical housing',18.0,6.0,8.0,10.0,14.0,18.0,13.0,20.0,17.0,13.0,10.0,14.0,10.0,10.0,16.0,11.0,8.0,12.0,12.0,12.0,13.0,5.0,10.0,13.0,14.0,15.0,14.0,20.0,10.0,13.0,8.0,13.0,19.0,13.0,16.0,16.0,7.0,21.0,11.0,22.0,12.0,22.0,16.0,24.0,15.0,18.0,17.0,19.0,13.0,12.0,16.0,16.0,12.0,25.0
'damp element',4.0,4.0,6.0,4.0,4.0,5.0,4.0,4.0,3.0,5.0,6.0,2.0,5.0,1.0,5.0,5.0,5.0,5.0,2.0,3.0,7.0,6.0,9.0,11.0,7.0,2.0,5.0,1.0,3.0,6.0,7.0,14.0,2.0,9.0,6.0,6.0,5.0,6.0,9.0,4.0,4.0,8.0,6.0,5.0,10.0,5.0,8.0,8.0,6.0,8.0,11.0,9.0,5.0,15.0
'circuit assembly',7.0,9.0,11.0,10.0,14.0,17.0,14.0,8.0,9.0,8.0,10.0,10.0,5.0,9.0,5.0,9.0,8.0,10.0,8.0,11.0,11.0,7.0,16.0,10.0,9.0,11.0,8.0,7.0,8.0,15.0,10.0,8.0,4.0,11.0,12.0,12.0,14.0,10.0,5.0,15.0,6.0,14.0,10.0,19.0,15.0,19.0,10.0,17.0,16.0,23.0,6.0,11.0,14.0,16.0
'unit operable',3.0,4.0,6.0,8.0,6.0,4.0,4.0,7.0,3.0,13.0,8.0,11.0,9.0,18.0,12.0,11.0,15.0,22.0,12.0,19.0,10.0,10.0,18.0,17.0,18.0,19.0,10.0,16.0,7.0,19.0,23.0,18.0,12.0,21.0,19.0,21.0,16.0,20.0,21.0,14.0,9.0,16.0,8.0,18.0,13.0,12.0,10.0,9.0,7.0,12.0,10.0,12.0,9.0,7.0
'element project',10.0,4.0,6.0,3.0,10.0,11.0,4.0,6.0,7.0,4.0,7.0,5.0,5.0,4.0,2.0,1.0,1.0,5.0,3.0,6.0,0.0,7.0,4.0,6.0,4.0,0.0,3.0,5.0,5.0,4.0,9.0,2.0,3.0,5.0,3.0,5.0,4.0,5.0,3.0,5.0,7.0,7.0,6.0,15.0,6.0,2.0,5.0,8.0,9.0,7.0,7.0,6.0,10.0,8.0
'reflection film',6.0,5.0,13.0,2.0,8.0,7.0,5.0,16.0,5.0,1.0,3.0,5.0,1.0,7.0,2.0,4.0,4.0,3.0,3.0,7.0,4.0,6.0,7.0,8.0,6.0,4.0,1.0,5.0,6.0,5.0,5.0,3.0,6.0,5.0,6.0,4.0,7.0,2.0,6.0,4.0,3.0,6.0,6.0,4.0,5.0,4.0,4.0,5.0,5.0,2.0,0.0,7.0,5.0,2.0
'prior art',118.0,129.0,119.0,97.0,131.0,153.0,136.0,105.0,120.0,112.0,107.0,102.0,89.0,115.0,88.0,114.0,89.0,104.0,90.0,106.0,107.0,161.0,138.0,143.0,105.0,116.0,112.0,131.0,79.0,111.0,102.0,110.0,96.0,108.0,130.0,143.0,113.0,139.0,133.0,133.0,93.0,125.0,110.0,122.0,102.0,117.0,104.0,102.0,106.0,147.0,107.0,134.0,109.0,124.0
'structure arrange',2.0,6.0,2.0,2.0,3.0,6.0,4.0,3.0,2.0,5.0,3.0,5.0,7.0,4.0,8.0,6.0,3.0,5.0,7.0,11.0,2.0,10.0,8.0,7.0,12.0,8.0,11.0,11.0,7.0,13.0,12.0,17.0,10.0,7.0,12.0,16.0,10.0,9.0,10.0,16.0,15.0,13.0,20.0,14.0,14.0,19.0,20.0,21.0,22.0,19.0,27.0,16.0,18.0,24.0
'processor module',5.0,2.0,3.0,1.0,1.0,6.0,3.0,4.0,6.0,5.0,5.0,10.0,4.0,8.0,3.0,2.0,1.0,2.0,2.0,3.0,7.0,10.0,3.0,10.0,8.0,3.0,9.0,5.0,5.0,5.0,10.0,12.0,9.0,6.0,7.0,8.0,5.0,6.0,4.0,14.0,10.0,7.0,7.0,10.0,6.0,9.0,15.0,10.0,9.0,10.0,11.0,9.0,6.0,8.0
'sequentially apply',4.0,7.0,5.0,2.0,2.0,6.0,9.0,4.0,3.0,2.0,5.0,6.0,6.0,2.0,4.0,8.0,2.0,6.0,6.0,6.0,3.0,6.0,7.0,5.0,7.0,5.0,9.0,10.0,5.0,5.0,7.0,6.0,9.0,8.0,11.0,9.0,4.0,8.0,9.0,10.0,9.0,11.0,10.0,12.0,12.0,11.0,8.0,12.0,10.0,18.0,7.0,7.0,7.0,15.0
'wavelength conversion',4.0,4.0,8.0,3.0,1.0,7.0,7.0,7.0,7.0,1.0,2.0,7.0,7.0,5.0,5.0,8.0,7.0,4.0,10.0,4.0,6.0,7.0,10.0,9.0,9.0,8.0,11.0,10.0,4.0,7.0,12.0,12.0,8.0,9.0,9.0,16.0,8.0,13.0,9.0,8.0,11.0,10.0,18.0,13.0,7.0,21.0,14.0,19.0,17.0,18.0,12.0,22.0,24.0,12.0
'mass flow',13.0,13.0,18.0,8.0,13.0,12.0,13.0,17.0,8.0,9.0,8.0,7.0,9.0,16.0,13.0,6.0,7.0,7.0,6.0,21.0,11.0,18.0,15.0,15.0,19.0,9.0,15.0,14.0,11.0,11.0,14.0,16.0,8.0,15.0,20.0,15.0,13.0,18.0,21.0,11.0,10.0,18.0,14.0,23.0,14.0,10.0,16.0,20.0,23.0,20.0,13.0,14.0,18.0,18.0
'provide continuous',5.0,5.0,12.0,4.0,8.0,11.0,12.0,10.0,5.0,7.0,10.0,7.0,3.0,5.0,3.0,9.0,7.0,12.0,6.0,8.0,9.0,8.0,8.0,12.0,9.0,8.0,9.0,7.0,10.0,14.0,6.0,12.0,4.0,12.0,10.0,7.0,12.0,9.0,13.0,10.0,17.0,11.0,5.0,13.0,9.0,15.0,12.0,11.0,9.0,7.0,11.0,14.0,9.0,11.0
